organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S31259,DANESTONE MEDICAL PRACTICE,FAIRVIEW STREET,DANESTONE,,ABERDEEN,ABERDEENSHIRE,AB22 8ZP,19900401,,01224 822866,4
S31333,CAMPHILL MEDICAL PRACTICE,MURTLE ESTATE,BIELDSIDE,,ABERDEEN,ABERDEENSHIRE,AB15 9EP,19900401,,01224 868935,0
S31391,THE HEALTH CENTRE - HMP,PO BOX 18698,,,PETERHEAD,ABERDEENSHIRE,AB42 9AR,20120101,,01224 556522,4
S31403,ABERCHIRDER MEDICAL PRACTICE,PARKVIEW,ABERCHIRDER,,HUNTLY,ABERDEENSHIRE,AB54 7SW,19830801,,01466 780213,4
S31418,DEVERON MEDICAL PRACTICE,DEVERON MEDICAL GROUP,THE HEALTH CENTRE,FIFE STREET,BANFF,BANFFSHIRE,AB45 1JD,19850601,,01261 812027,4
S31437,MACDUFF MEDICAL PRACTICE,MACDUFF HEALTH CLINIC,100 DUFF STREET,,MACDUFF,BANFFSHIRE,AB44 1PR,19890107,,01261 833777,4
S31456,PORTSOY MEDICAL PRACTICE,PORTSOY SURGERY,16 SEAFIELD TERRACE,PORTSOY,BANFF,BANFFSHIRE,AB45 2GB,19900401,,01261 842336,0
S31461,BANFF AND GAMRIE MEDICAL PRACTICE,HEALTH CENTRE,FIFE STREET,,BANFF,BANFFSHIRE,AB45 1JD,19990101,,01261 812221,0
S31511,FINLAYSON STREET PRACTICE,FINLAYSON STREET SURGERY,33 FINLAYSON STREET,,FRASERBURGH,ABERDEENSHIRE,AB43 9JW,19810801,,01346 518088,4
S31531,CENTRAL BUCHAN MEDICAL PRACTICE,CENTRAL BUCHAN MEDICAL GROUP,11-13 WATER STREET,STRICHEN,FRASERBURGH,ABERDEENSHIRE,AB43 6ST,19791210,,01771 653205,4
S31545,SALTOUN SURGERY,LOCHPOTS ROAD,,,FRASERBURGH,ABERDEENSHIRE,AB43 9NH,19970601,,01346 514154,4
S31601,CRIMOND MEDICAL CENTRE,CRIMOND,,,FRASERBURGH,ABERDEENSHIRE,AB43 8QJ,19790201,,01346 532215,4
S31615,CRUDEN MEDICAL GROUP,MAIN STREET,HATTON,,PETERHEAD,ABERDEENSHIRE,AB42 0QQ,19760801,,01779 841208,4
S31620,MINTLAW GROUP PRACTICE,NEWLANDS ROAD,MINTLAW,,PETERHEAD,ABERDEENSHIRE,AB42 5GP,19781201,,01771 624070,4
S31634,PETERHEAD HEALTH CENTRE,LINKS TERRACE,,,PETERHEAD,ABERDEENSHIRE,AB42 2XA,19840801,,01779 474841,4
S31704,CUMINESTOWN MEDICAL PRACTICE,CUMINESTOWN HEALTH CENTRE,AUCHRY ROAD,CUMINESTOWN,TURRIFF,ABERDEENSHIRE,AB53 5WJ,19770201,,01888 544232,0
S31719,FYVIE OLDMELDRUM MEDICAL GROUP,OLDMELDRUM HEALTH CENTRE,ACADEMY WAY,OLDMELDRUM,INVERURIE,ABERDEENSHIRE,AB51 0JZ,19820801,,01651 872239,4
S31723,TURRIFF MEDICAL PRACTICE,TURRIFF HEALTH CENTRE,BALMELLIE ROAD,,TURRIFF,ABERDEENSHIRE,AB53 4DQ,19840402,,0845 3376320,4
S31808,ALFORD MEDICAL PRACTICE,GORDON ROAD,,,ALFORD,ABERDEENSHIRE,AB33 8FL,19840701,,019755 62253,4
S31812,STRATHDON MEDICAL CENTRE,NEWE,,,STRATHDON,ABERDEENSHIRE,AB36 8XB,19850809,,019756 51209,4
S31901,ELLON GROUP PRACTICE,ELLON HEALTH CENTRE,SCHOOLHILL ROAD,,ELLON,ABERDEENSHIRE,AB41 9JH,19701001,,0845 337 115,4
S31916,HADDO MEDICAL GROUP,PITMEDDEN SURGERY,TARVES ROAD,PITMEDDEN,ELLON,ABERDEENSHIRE,AB41 7NX,19560401,,01651 843468,4
S32001,INSCH MEDICAL PRACTICE,INSCH HEALTH CENTRE,RANNES STREET,,INSCH,ABERDEENSHIRE,AB52 6JJ,19850715,,0845 337 631,4
S32021,INVERURIE MEDICAL GROUP,INVERURIE HEALTH CENTRE,CONSTITUTION STREET,,INVERURIE,ABERDEENSHIRE,AB51 4SU,19740401,,0845 337 991,4
S32035,KEMNAY MEDICAL GROUP,KEMNAY MEDICAL CENTRE,HIGH STREET,KEMNAY,INVERURIE,ABERDEENSHIRE,AB51 5NB,19770801,,01467 642289,4
S32092,BYDAND MEDICAL GROUP,HUNTLY HEALTH CENTRE,BLEACHFIELD STREET,,HUNTLY,ABERDEENSHIRE,AB54 8EX,20010401,,01466 792116,4
S32110,RHYNIE SURGERY,MANSE ROAD,RHYNIE,,HUNTLY,ABERDEENSHIRE,AB54 4WA,19781008,,01464 861271,0
S32209,SKENE MEDICAL GROUP,SKENE HEALTHCARE CENTRE,DISCOVERY DRIVE,ARNHALL BUSINESS PARK,WESTHILL,ABERDEENSHIRE,AB32 6FG,19780801,,01224 849400,4
S32290,ABOYNE HEALTH CENTRE INCL. TARLAND,BELLWOOD ROAD,,,ABOYNE,ABERDEENSHIRE,AB34 5HQ,20140502,,01339 886345,4
S32302,ABOYNE HEALTH CENTRE,BELLWOOD ROAD,,,ABOYNE,ABERDEENSHIRE,AB34 5HQ,19821001,20140501,013398 86345,4
S32317,BALLATER CLINIC,13 PROVOST CRAIG ROAD,,,BALLATER,ABERDEENSHIRE,AB35 5NN,19870803,,013397 55686,4
S32321,BRAEMAR HEALTH CLINIC,ST ANDREWS TERRACE,BRAEMAR,,BALLATER,ABERDEENSHIRE,AB35 5WR,19900401,,013397 41202,4
S32336,TARLAND SURGERY,THE MARKET STANCE,TARLAND,,ABOYNE,ABERDEENSHIRE,AB34 4UB,19850514,20140501,013398 81281,4
S32341,TORPHINS MEDICAL PRACTICE,ST MARNANS ROAD,TORPHINS,,BANCHORY,KINCARDINESHIRE,AB31 4JQ,19900401,,013398 82221,4
S32406,BANCHORY GROUP PRACTICE,BELLFIELD,,,BANCHORY,KINCARDINESHIRE,AB31 5XS,19720801,,01330 822121,4
S32411,PORTLETHEN MEDICAL CENTRE,PORTLETHEN,,,ABERDEEN,ABERDEENSHIRE,AB12 4QP,19740801,,01224 780223,4
S32425,STONEHAVEN MEDICAL GROUP,STONEHAVEN MEDICAL CENTRE,ROBERT STREET,,STONEHAVEN,KINCARDINESHIRE,AB39 2EL,19720501,,0845 3371160,4
S32500,AUCHENBLAE MEDICAL CENTRE,MACKENZIE AVENUE,AUCHENBLAE,,LAURENCEKIRK,KINCARDINESHIRE,AB30 1XU,19670801,,015613 20202,4
S32514,INVERBERVIE MEDICAL GROUP,INVERBERVIE MEDICAL CENTRE,CHURCH STREET,INVERBERVIE,MONTROSE,ANGUS,DD10 0RU,19900401,,01561 361260,4
S32529,LAURENCEKIRK MEDICAL GROUP,LAURENCEKIRK HEALTHCARE CENTRE,BLACKIEMUIR AVENUE,,LAURENCEKIRK,KINCARDINESHIRE,AB30 1EX,19890601,,01561 377258,4
S32586,ARDACH HEALTH CENTRE,HIGHFIELD ROAD,,,BUCKIE,BANFFSHIRE,AB56 1JE,19960101,,01542 831555,4
S32591,SEAFIELD MEDICAL CENTRE,SEAFIELD HOSPITAL,BARHILL ROAD,,BUCKIE,BANFFSHIRE,AB56 1FP,19960101,20110331,01542 835 57,4
S32618,CULLEN MEDICAL CENTRE,1 REIDHAVEN STREET,CULLEN,,BUCKIE,BANFFSHIRE,AB56 4SZ,19900401,20110331,01542 840272,4
S32622,"SEAFIELD,CULLEN MEDICAL GROUP",BARHILL ROAD,,,BUCKIE,BANFFSHIRE,AB56 1FP,20110401,,01542 835577,4
S32707,LINKWOOD MEDICAL,THE GLASSGREEN CENTRE,2 THORNHILL DRIVE,,ELGIN,MORAYSHIRE,IV30 6GQ,19780201,,0845 337 635,4
S32711,ELGIN COMMUNITY SURGERY,HIGHFIELD HOUSE,NORTHFIELD TERRACE,,ELGIN,MORAYSHIRE,IV30 1NE,19900401,,01343 542234,4
S32726,THE MARYHILL PRACTICE,MARYHILL PRACTICE,HIGH STREET,MARYHILL,ELGIN,MORAYSHIRE,IV30 1AT,20000401,20140612,0845 337 061,4
S32750,FOCHABERS MEDICAL PRACTICE,12 HIGH STREET,,,FOCHABERS,MORAYSHIRE,IV32 7EP,19900401,,01343 820247,4
S32764,MORAY COAST MEDICAL PRACTICE,MORAY COAST HEALTH CENTRE,MUIRTON ROAD,,LOSSIEMOUTH,MORAYSHIRE,IV31 6HJ,19791001,,0845 337 119,4
S32779,THE MARYHILL PRACTICE (INCL. ROTHES),ELGIN HEALTH CENTRE,HIGH STREET,,ELGIN,MORAYSHIRE,IV30 1AT,20140601,,0845 337 061,4
S32801,VARIS MEDICAL PRACTICE,CASTLEHILL,,,FORRES,MORAYSHIRE,IV36 1QF,19801001,,0845 3371120,4
S32815,FORRES HEALTH CENTRE,CASTLEHILL,,,FORRES,MORAYSHIRE,IV36 1QF,19750101,,0845 3371120,4
S32904,KEITH MEDICAL GROUP,TURNER STREET,,,KEITH,BANFFSHIRE,AB55 5DJ,19760801,,01542 882244,4
S33004,ABERLOUR HEALTH CENTRE,QUEENS ROAD,,,ABERLOUR,BANFFSHIRE,AB38 9PR,19851002,,01340 871210,4
S33019,GLENLIVET MEDICAL PRACTICE,GLENLIVET COMMUNITY SURGERY,GLENLIVET,DRUMIN,BALLINDALLOCH,BANFFSHIRE,AB37 9AN,19840606,,01807 590273,4
S33023,DUFFTOWN MEDICAL GROUP,DUFFTOWN HEALTH CENTRE,MOUNT STREET,DUFFTOWN,KEITH,BANFFSHIRE,AB55 4FJ,19820701,20110930,01340 820888,4
S33038,ROTHES MEDICAL CENTRE,ROTHES PHARMACY,HIGH STREET,ROTHES,ABERLOUR,BANFFSHIRE,AB38 7AU,19870503,20140612,01340 831435,4
S33042,TOMINTOUL MEDICAL CENTRE,RATTRAYS LANE,TOMINTOUL,,BALLINDALLOCH,BANFFSHIRE,AB37 9HF,19850401,20110930,01807 580219,4
S33057,RINNES MEDICAL GROUP,MOUNT STREET,DUFFTOWN,,KEITH,BANFFSHIRE,AB55 4FJ,20111001,,01340 820888,4
S34971,OPHTHALMIC PRESCRIBING,PRIMARY CARE CONTRACTS TEAM,WOODEND HOSPITAL,,ABERDEEN,ABERDEENSHIRE,AB15 6LS,20140301,,01224 556502,0
S34986,STATION HEALTH CENTRE RAF LOSSIEMOUTH,LOSSIEMOUTH,,,LOSSIEMOUTH,MORAYSHIRE,IV31 6SD,20120401,,01343 817474,0
S34991,KINLOSS MEDICAL CENTRE (ARMY),KINLOSS BARRACKS,KINLOSS,,FORRES,MORAYSHIRE,IV36 3UH,20120401,,01309 617541,0
S38008,SCAPA MEDICAL GROUP,NEW SCAPA ROAD,,,KIRKWALL,ORKNEY,KW15 1BZ,19741201,20060212,01856 888245,4
S38012,SKERRYVORE PRACTICE,NEW SCAPA ROAD,,,KIRKWALL,ORKNEY,KW15 1BX,19830801,,01856 888240,4
S38027,STROMNESS SURGERY,JOHN STREET,,,STROMNESS,ORKNEY,KW16 3AD,19900401,,01856 850205,4
S38031,DOUNBY SURGERY,VETQUOY ROAD,DOUNBY,,ORKNEY,ORKNEY,KW17 2HH,19790101,20120715,01856 771209,4
S38046,GREYSTONES,EVIE,,,ORKNEY,ORKNEY,KW17 2PQ,19830601,20120715,01856 751283,4
S38051,DAISY VILLA,ST. MARGARETS HOPE,,,ORKNEY,ORKNEY,KW17 2SN,19730101,,01856 831206,4
S38065,HEATHERLEA,EDAY,,,ORKNEY,ORKNEY,KW17 2AB,19890901,20121017,01857 622243,4
S38070,LINKLET HOUSE,NORTH RONALDSAY,,,ORKNEY,ORKNEY,KW17 2BG,19770101,20111124,01857 633226,4
S38084,ISLANDS VIEW SURGERY,ROUSAY,,,ORKNEY,ORKNEY,KW17 2PU,19880922,,01856 821265,0
S38099,GERAMOUNT,STRONSAY,,,ORKNEY,ORKNEY,KW17 2AE,19900405,20121017,01857 616321,4
S38101,FLEBISTER HOUSE,SANDAY,,,ORKNEY,ORKNEY,KW17 2BW,19860109,,01857 600221,0
S38116,SHAPINSAY PRACTICE,SHAPINSAY HEALTH CENTRE,BALFOUR,,ORKNEY,ORKNEY,KW17 2DY,19900401,20111124,01856 711284,4
S38121,"HOY,WALLS HEALTH CENTRE",LONGHOPE,,,STROMNESS,ORKNEY,KW16 3PA,19730701,,01856 701209,0
S38135,SPRINGBANK,FLOTTA,,,STROMNESS,ORKNEY,KW16 3NP,19861001,20050331,,4
S38140,TRENABIE HOUSE,WESTRAY,,,ORKNEY,ORKNEY,KW17 2DL,19900321,,01857 677209,0
S38154,HEILENDI FAMILY MEDICAL PRACTICE,SCAPA CRESCENT,,,KIRKWALL,ORKNEY,KW15 1RL,20060213,20111124,01856 872388,4
S38169,SCAPA PRACTICE,HEALTH CENTRE,,,KIRKWALL,ORKNEY,KW15 1BX,20060213,20080831,01856 888245,4
S38205,HEILENDI PRACTICE,SCAPA CRESCENT,,,KIRKWALL,ORKNEY,KW15 1RL,20111125,,01856 872388,4
S38210,DOUNBY SURGERY,VETQUOY ROAD,DOUNBY,,ORKNEY,ORKNEY,KW17 2HH,20120716,,01856 771209,4
S38224,GERAMOUNT,STRONSAY,,,ORKNEY,ORKNEY,KW17 2AE,20121018,,01857 616321,0
S39015,YELL HEALTH CENTRE,REAFIRTH,,,MID YELL,SHETLAND,ZE2 9BX,19900401,,01957 702127,4
S39020,WHALSAY HEALTH CENTRE,SYMBISTER,,,WHALSAY,SHETLAND,ZE2 9AE,19710401,,01806 566219,0
S39034,HILLSWICK HEALTH CENTRE,WEST AYRE,,,HILLSWICK,SHETLAND,ZE2 9RW,19901008,,01806 503277,4
S39049,BRAE MEDICAL PRACTICE,BRAE,,,SHETLAND,SHETLAND,ZE2 9QJ,19601201,,01806 522543,4
S39053,WALLS HEALTH CENTRE,WALLS,,,SHETLAND,SHETLAND,ZE2 9PS,19901015,,01595 809352,4
S39068,BIXTER HEALTH CENTRE,BIXTER,,,SHETLAND,SHETLAND,ZE2 9NA,19840104,,01595 810202,4
S39072,LEVENWICK MEDICAL PRACTICE,GORD,,,LEVENWICK,SHETLAND,ZE2 9HX,19780207,,01950 461222,4
S39087,SCALLOWAY HEALTH CENTRE LLP,SCALLOWAY,,,SHETLAND,SHETLAND,ZE1 0UH,19790701,,01595 880219,4
S39091,LERWICK HEALTH CENTRE,SOUTH ROAD,,,LERWICK,SHETLAND,ZE1 0RZ,19900401,,01595 693201,0
S39123,SHETLAND OOH SERVICE,GILBERT BAIN HOSPITAL,,,LERWICK,SHETLAND,ZE1 0TB,20040921,,,2
S39161,HILLSGARTH SURGERY,BALTASOUND,,,UNST,SHETLAND,ZE2 9DY,19960715,,01957 711318,4
S40008,FULTON STREET MEDICAL CENTRE,FULTON STREET SURGERY,94 FULTON STREET,,GLASGOW,LANARKSHIRE,G13 1JE,19880301,,0141 959 339,4
S40012,BUCKINGHAM TERRACE MEDICAL PRACTICE,31 BUCKINGHAM TERRACE,,,GLASGOW,LANARKSHIRE,G12 8ED,19701001,,0141 211 621,4
S40027,THE TERRACE MEDICAL PRACTICE,160 DRYMEN ROAD,BEARSDEN,,GLASGOW,LANARKSHIRE,G61 3RD,19890801,,0141 942 664,4
S40031,"DRS EARDLEY,REID,MACLAREN",3 RADNOR STREET,,,GLASGOW,LANARKSHIRE,G3 7UA,19900401,,0141 334 611,4
S40046,"DR BELL,PARTNERS",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19790801,,0141 531 647,4
S40051,ANNIESLAND MEDICAL PRACTICE,46 MUNRO PLACE,,,GLASGOW,LANARKSHIRE,G13 2UP,19740601,,0141 954 886,4
S40065,OLD KILPATRICK MEDICAL PRACTICE,ERSKINE VIEW,OLD KILPATRICK,,GLASGOW,LANARKSHIRE,G60 5JG,19740101,,01389 872575,4
S40070,ABINGDON MEDICAL PRACTICE,5 STEWARTVILLE STREET,,,GLASGOW,LANARKSHIRE,G11 5PE,19900401,,0141 339 090,4
S40084,"DRS MACLEAN,MCCROSSAN",20 PENNAN PLACE,,,GLASGOW,LANARKSHIRE,G14 0EA,19860902,,0141 959 170,4
S40099,"DRS DOVERTY,CHALMERS,STEPHENS,FLEMING",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19811001,20110331,0141 531 649,4
S40101,KESSINGTON MEDICAL CENTRE,85 MILNGAVIE ROAD,BEARSDEN,,GLASGOW,LANARKSHIRE,G61 2DN,19840801,,0141 532 800,4
S40116,KINGSWAY MEDICAL PRACTICE,12 KINGSWAY COURT,,,GLASGOW,LANARKSHIRE,G14 9SS,19840501,,0141 959 600,4
S40121,THE BROOMHILL PRACTICE,41 BROOMHILL DRIVE,,,GLASGOW,LANARKSHIRE,G11 7AD,19750101,,0141 339 362,4
S40135,DR BRIAN D CLEGG,CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19800401,20110331,0141 531 646,4
S40140,NORTHCOTE SURGERY,2 VICTORIA CIRCUS,,,GLASGOW,LANARKSHIRE,G12 9LD,19730401,,0141 339 321,4
S40154,"DRS CRIGHTON,CHAPMAN,ALI",10 QUEEN'S CRESCENT,,,GLASGOW,LANARKSHIRE,G4 9BL,19660201,,0141 332 352,4
S40173,"DR LOVETT,PARTNERS",ASHFIELD MEDICAL PRACTICE,1 ASHFIELD ROAD,MILNGAVIE,GLASGOW,LANARKSHIRE,G62 6BT,19771001,,0141 956 133,4
S40188,DR I. CULLEN,130 HYNDLAND ROAD,,,GLASGOW,LANARKSHIRE,G12 9PN,19900401,,0141 339 129,4
S40192,GARDNER STREET SURGERY,THE SURGERY,16 GARDNER STREET,,GLASGOW,LANARKSHIRE,G11 5NG,19900401,,0141 334 221,4
S40210,SHAFTESBURY MEDICAL PRACTICE,1265 - 1275 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9UU,19900401,,0141 959 550,4
S40224,THE GREEN MEDICAL PRACTICE,CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19731201,,0141 531 642,4
S40239,"DRS WALKER,BLAIR,SECRETT,COOMBS",DENBRIDGE SURGERY,96 DRYMEN ROAD,BEARSDEN,GLASGOW,LANARKSHIRE,G61 2SY,19730601,,0141 942 949,4
S40262,"DRS J. C. MILLER,E. I. MITCHELL,R. CUNNINGHAM",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19770301,,0141 531 641,4
S40277,"DRS MCALPINE,WALKER",14 APSLEY STREET,,,GLASGOW,LANARKSHIRE,G11 7SY,19840201,,0141 339 296,4
S40281,DR HAGGERTY,250 DRUMCHAPEL ROAD,,,GLASGOW,LANARKSHIRE,G15 6EG,19710801,,0141 944 353,4
S40296,PEEL STREET MEDICAL CENTRE,11 PEEL STREET,,,GLASGOW,LANARKSHIRE,G11 5LL,19790501,,0141 334 933,4
S40313,THE AVENUES MEDICAL PRACTICE,1448 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9DW,19830411,,0141 959 202,4
S40328,"DR J ROBERTS,DR H MELROSE",3 RADNOR STREET,,,GLASGOW,LANARKSHIRE,G3 7UA,19821201,,0141 334 611,4
S40332,KNIGHTSWOOD MEDICAL PRACTICE,1980 GREAT WESTERN ROAD,,,GLASGOW,LANARKSHIRE,G13 2SW,19900401,,0141 959 119,4
S40351,"DR A P JACKSON,DR M A ROSS,DR C MCLENNAN",91 HYNDLAND ROAD,HYNDLAND,,GLASGOW,LANARKSHIRE,G12 9JE,19831201,,0141 339 786,4
S40385,KERSLAND HOUSE SURGERY,37 STATION ROAD,MILNGAVIE,,GLASGOW,LANARKSHIRE,G62 8BT,19731001,,0141 956 100,4
S40390,"DR DICKSON,GEMIE",YOKERMILL MEDICAL PRACTICE,6 YOKER MILL ROAD,,GLASGOW,LANARKSHIRE,G13 4PU,19880530,,0141 959 211,4
S40402,"DRS STEWART,BOYLE,PILSWORTH",DENBRIDGE SURGERY,96 DRYMEN ROAD,BEARSDEN,GLASGOW,LANARKSHIRE,G61 2SY,19850902,,0141 942 949,4
S40417,WHITEINCH MEDICAL PRACTICE,1215 - 1232 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9UT,19880401,,0141 211 904,4
S40421,"DRS LOGAN,MACDONALD",DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,19851001,,0141 211 609,4
S40436,"DR NUGENT,PARTNERS",DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,19821001,,0141 211 610,4
S40441,ST GEORGES MEDICAL CENTRE,137 ST GEORGES ROAD,,,GLASGOW,LANARKSHIRE,G3 6JB,19900401,,0141 333 479,4
S40455,"DRS CRAWFORD,LAWSON,MACNEILL",SANDYFORD SURGERY,1119 ARGYLE STREET,,GLASGOW,LANARKSHIRE,G3 8ND,19860301,,0141 248 369,4
S40460,DR KHAN,BANK STREET SURGERY,26 BANK STREET,,GLASGOW,LANARKSHIRE,G12 8ND,19770101,,0141 339 551,4
S40493,THE CAIRNTOUL PRACTICE,9 CAIRNTOUL DRIVE,,,GLASGOW,LANARKSHIRE,G14 0XT,19900401,,0141 959 551,4
S40506,DR KENNEDY,ASHTON HOUSE MEDICAL PRACTICE,3 ASHTON ROAD,,GLASGOW,LANARKSHIRE,G12 8SP,19830301,20120531,0141 339 726,4
S40525,KELSO STREET SURGERY,6 KELSO STREET,YOKER,,GLASGOW,LANARKSHIRE,G14 0JZ,19900401,,0141 211 699,4
S40544,DRUMCHAPEL MEDICAL PRACTICE,DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,19910701,,0141 211 608,4
S40559,DR GRIEVE,DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,19910701,,0141 211 611,4
S40563,SCOTSTOUN MEDICAL PRACTICE,1483 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9XL,19930601,,0141 211 904,4
S40578,VICTORIA PARK MEDICAL PRACTICE,1398 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9DS,19930601,,08444 773318,4
S40582,THE ORANGE WING MEDICAL PRACTICE,CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19930701,,0141 531 644,4
S40600,DR MOHAMMED SHAMSUL HAQUE,CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,19950101,20120331,0141 531 646,4
S40629,"DRS LAURIE,LEGGATE,BRANCHFIELD",1264 DUMBARTON ROAD,,,GLASGOW,LANARKSHIRE,G14 9PS,20020701,,0141 959 631,4
S40633,NURSING HOMES MEDICAL PRACTICE,CLUTHA HOUSE,120 CORNWALL STREET SOUTH,,GLASGOW,LANARKSHIRE,G41 1AF,20021001,,0141 427 829,0
S40648,DR MCGONAGLE,DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,20030901,20130731,0141 232 917,4
S40652,"DRS DUFFY,MORGAN",DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,20030901,20130731,0141 211 612,4
S40667,CHALLENGING BEHAVIOUR PRACTICE,120/130 WILLIAM STREET,,,GLASGOW,LANARKSHIRE,G3 8UR,20040401,,,4
S40671,"DRS SINGH,RAI",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,20041001,20120331,0141 531 646,4
S40691,"DR CHALMERS,PARTNERS",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,20110401,,0141 531 649,4
S40703,"DR D SINGH,PARTNERS",CLYDEBANK HEALTH CENTRE,KILBOWIE ROAD,,CLYDEBANK,DUNBARTONSHIRE,G81 2TQ,20120401,,0141 531 646,4
S40718,ASHTON MEDICAL PRACTICE,ASHTON HOUSE,3 ASHTON ROAD,,GLASGOW,LANARKSHIRE,G12 8SP,20120601,,0141 339 726,4
S40722,"DRS DUFFY,MORGAN,MCGONAGLE",DRUMCHAPEL HEALTH CENTRE,80-90 KINFAUNS DRIVE,,GLASGOW,LANARKSHIRE,G15 7TS,20130801,,0141 2116120,4
S43011,"DR GARVIE,PARTNERS",MARYHILL HEALTH CENTRE,41 SHAWPARK STREET,,GLASGOW,LANARKSHIRE,G20 9DR,19770701,,0141 531 884,4
S43030,REGENT GARDENS MEDICAL CENTRE,18 UNION STREET,KIRKINTILLOCH,,GLASGOW,LANARKSHIRE,G66 1DH,19840601,,0141 776 123,4
S43044,THE TURRET MEDICAL CENTRE,CATHERINE STREET,KIRKINTILLOCH,,GLASGOW,LANARKSHIRE,G66 1JB,19790301,,0141 211 826,4
S43059,SPRINGFIELD MEDICAL PRACTICE,9 SPRINGFIELD ROAD,BISHOPBRIGGS,,GLASGOW,LANARKSHIRE,G64 1PJ,19850701,,0141 772 474,4
S43063,"DRS A. POLDING,G. M. HENDERSON",SPRINGBURN HEALTH CENTRE,200 SPRINGBURN WAY,,GLASGOW,LANARKSHIRE,G21 1TR,19900401,,0141 531 961,4
S43082,"DR BURTON,DR KRISHNAN",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19710301,,0141 531 953,4
S43097,"DRS O'DRISCOLL,WATSON,MCBURNIE",SPRINGBURN HEALTH CENTRE,200 SPRINGBURN WAY,,GLASGOW,LANARKSHIRE,G21 1TR,19680501,,0141 531 966,4
S43100,"DR DIANE KELLY,PARTNERS",SOUTHBANK SURGERY,17-19 SOUTHBANK ROAD,KIRKINTILLOCH,GLASGOW,LANARKSHIRE,G66 1NH,19751001,,0141 776 218,4
S43114,PEELVIEW MEDICAL CENTRE,PEEL VIEW MEDICAL CENTRE,45-53 UNION STREET,KIRKINTILLOCH,GLASGOW,LANARKSHIRE,G66 1DN,19780801,,0141 776 344,4
S43129,"DRS BALLANTYNE,BLAIR",SPRINGBURN HEALTH CENTRE,200 SPRINGBURN WAY,,GLASGOW,LANARKSHIRE,G21 1TR,19900401,,0141 531 967,4
S43133,"DRS CRON,HOWAT,MCKINLAY,LEGGE,HUNTER",BARONY MEDICAL CENTRE,30 AUCHINLOCH STREET,,GLASGOW,LANARKSHIRE,G21 4AH,19750101,,0141 557 616,4
S43167,"DRS WEST,KELLY,FITZSIMONS,GOURLAY",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19710801,,0141 531 952,4
S43171,KENMURE MEDICAL PRACTICE,7 SPRINGFIELD ROAD,BISHOPBRIGGS,,GLASGOW,LANARKSHIRE,G64 1PJ,19840801,,0141 772 630,4
S43186,"DR LOVE,PARTNERS",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19850907,,0141 531 956,4
S43191,"DRS GAW,ESLER",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19830801,,0141 531 950,4
S43203,KELVIN MEDICAL CENTRE,96 NAPIERSHALL STREET,,,GLASGOW,LANARKSHIRE,G20 6HS,19880701,,0141 211 959,4
